,employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
4522,904,Operations,region_7,Bachelor's,m,sourcing,2,26,4.0,4,0,0,60,0
4523,70948,Technology,region_29,Bachelor's,f,sourcing,2,31,3.0,6,0,0,74,0
4524,5223,Sales & Marketing,region_2,Bachelor's,f,other,1,37,2.0,7,0,0,51,0
4525,22512,Operations,region_13,Bachelor's,m,other,1,47,4.0,20,1,0,53,0
4526,57595,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,46,3.0,6,1,0,44,0
4527,29764,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,53,4.0,14,0,0,48,0
4528,48113,Finance,region_2,Below Secondary,m,sourcing,1,25,,1,1,0,60,0
4529,37544,HR,region_22,Master's & above,m,sourcing,1,31,3.0,9,1,0,48,0
4530,42962,HR,region_16,Master's & above,m,other,1,36,1.0,10,0,0,50,0
4531,55978,Technology,region_24,Bachelor's,m,sourcing,1,29,5.0,4,1,0,82,0
4532,29810,Finance,region_14,Bachelor's,m,other,1,35,3.0,5,1,0,62,0
4533,3537,Sales & Marketing,region_10,Bachelor's,m,sourcing,1,25,3.0,4,0,0,43,0
4534,13933,Sales & Marketing,region_21,Bachelor's,m,other,1,31,1.0,5,0,0,48,0
4535,77647,Operations,region_28,Bachelor's,m,other,1,29,3.0,6,0,0,58,0
4536,61204,Analytics,region_2,Bachelor's,m,other,1,55,5.0,10,0,0,83,0
4537,26066,Sales & Marketing,region_19,Bachelor's,m,sourcing,1,32,3.0,5,0,0,50,0
4538,2439,Sales & Marketing,region_27,Bachelor's,f,other,2,34,1.0,4,0,0,50,0
4539,33839,Legal,region_2,Bachelor's,m,other,1,43,1.0,3,0,0,61,0
4540,21507,Procurement,region_23,Master's & above,f,sourcing,2,39,1.0,6,0,0,71,0
4541,27441,Operations,region_27,Master's & above,f,other,1,36,3.0,7,0,0,64,0
4542,42776,HR,region_2,Bachelor's,m,other,1,41,3.0,4,0,0,50,0
4543,61159,Operations,region_11,Master's & above,m,other,1,33,3.0,3,1,0,52,0
4544,23529,Sales & Marketing,region_7,Bachelor's,m,other,1,28,,1,1,0,51,0
4545,59101,Technology,region_9,,m,other,1,27,,1,0,0,80,0
4546,58663,Finance,region_28,Bachelor's,f,sourcing,1,30,3.0,6,1,0,58,0
4547,38404,Sales & Marketing,region_22,Master's & above,m,other,1,46,3.0,2,0,0,51,0
4548,64480,Sales & Marketing,region_23,Bachelor's,m,sourcing,1,37,1.0,2,1,0,49,0
4549,22864,Procurement,region_24,Bachelor's,f,other,1,28,1.0,5,0,0,64,0
4550,48386,Procurement,region_23,Bachelor's,f,other,1,33,2.0,6,0,0,70,0
4551,26963,Sales & Marketing,region_2,,m,sourcing,1,35,1.0,6,0,0,49,0
4552,30630,Operations,region_22,Bachelor's,m,other,1,35,3.0,7,1,0,60,0
4553,14925,Sales & Marketing,region_22,Master's & above,m,sourcing,1,41,3.0,12,0,0,53,0
4554,48603,Analytics,region_27,Bachelor's,m,other,1,25,4.0,5,0,0,87,0
4555,32359,Operations,region_4,Bachelor's,f,sourcing,1,26,1.0,3,0,0,55,0
4556,15505,Sales & Marketing,region_22,Bachelor's,f,sourcing,1,27,4.0,3,1,0,49,0
4557,23541,Procurement,region_2,Bachelor's,f,other,3,25,3.0,3,1,0,71,0
4558,22001,Operations,region_24,Bachelor's,m,sourcing,1,30,3.0,4,0,0,51,0
4559,18384,Procurement,region_17,Bachelor's,f,other,1,53,2.0,7,0,0,68,0
4560,14238,Technology,region_30,Bachelor's,f,sourcing,1,30,4.0,9,0,0,84,0
4561,29422,Technology,region_2,Bachelor's,f,other,1,46,2.0,17,0,0,78,0
4562,30388,Analytics,region_22,Bachelor's,m,sourcing,2,26,2.0,4,0,0,82,0
4563,71260,Procurement,region_15,Master's & above,f,sourcing,1,54,3.0,4,0,0,68,0
4564,56491,Analytics,region_32,Bachelor's,m,other,1,30,2.0,5,0,0,85,0
4565,42134,Legal,region_2,Master's & above,m,sourcing,1,37,3.0,8,0,0,61,0
4566,56251,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,40,5.0,5,1,0,52,0
4567,64211,Operations,region_29,Bachelor's,f,other,1,26,5.0,4,1,0,63,0
4568,54829,Technology,region_13,Master's & above,f,other,1,37,3.0,7,0,0,81,0
4569,20713,Procurement,region_2,Master's & above,m,sourcing,2,54,3.0,3,0,0,72,0
4570,68535,Technology,region_2,Bachelor's,m,sourcing,1,31,2.0,2,0,0,75,0
4571,38206,HR,region_22,Master's & above,m,sourcing,1,37,4.0,7,0,0,44,0
4572,37602,Technology,region_26,Bachelor's,m,sourcing,1,34,3.0,8,0,0,84,0
4573,20850,Operations,region_6,Bachelor's,f,other,1,39,4.0,9,0,0,66,0
4574,6119,Operations,region_10,Bachelor's,m,sourcing,1,31,5.0,2,0,0,63,0
4575,20434,Sales & Marketing,region_22,Bachelor's,m,other,4,26,1.0,2,1,0,52,0
4576,48376,Technology,region_22,Bachelor's,f,referred,2,26,4.0,2,1,0,77,0
4577,27455,Sales & Marketing,region_16,Bachelor's,m,other,1,30,3.0,4,1,0,52,0
4578,25295,Sales & Marketing,region_6,Bachelor's,m,other,1,31,3.0,7,0,0,51,0
4579,67310,Sales & Marketing,region_22,Bachelor's,m,other,1,26,2.0,4,0,0,50,0
4580,43356,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,47,3.0,3,1,0,50,0
4581,21883,Analytics,region_2,Master's & above,m,other,2,52,5.0,10,0,0,81,0
4582,48198,Sales & Marketing,region_22,Master's & above,m,sourcing,1,36,5.0,9,0,0,49,0
4583,66971,Analytics,region_13,Master's & above,m,other,1,44,5.0,7,0,0,81,1
4584,70547,Analytics,region_22,Bachelor's,m,sourcing,1,22,,1,0,0,86,0
4585,39478,Operations,region_22,Bachelor's,f,sourcing,1,28,5.0,5,1,0,61,0
4586,17518,Sales & Marketing,region_12,Bachelor's,m,other,1,36,1.0,8,0,0,50,0
4587,9550,Analytics,region_29,Bachelor's,f,other,1,30,4.0,6,1,0,86,0
4588,65182,Legal,region_2,Bachelor's,f,other,1,30,,1,0,0,57,0
4589,38066,Finance,region_22,Bachelor's,m,sourcing,3,36,4.0,7,1,0,64,0
4590,39587,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,29,3.0,6,1,0,52,1
4591,18329,Technology,region_15,Master's & above,f,sourcing,1,34,1.0,8,0,0,79,0
4592,46830,Sales & Marketing,region_2,Master's & above,m,other,1,38,5.0,4,0,0,49,0
4593,77912,Legal,region_31,Bachelor's,m,sourcing,1,34,5.0,4,0,0,57,0
4594,25990,Analytics,region_22,Bachelor's,m,other,2,38,3.0,3,0,0,82,0
4595,43207,Sales & Marketing,region_7,,m,other,1,26,2.0,2,0,0,55,0
4596,4988,Sales & Marketing,region_11,Master's & above,m,sourcing,2,36,2.0,9,0,0,50,0
4597,3362,Sales & Marketing,region_28,Bachelor's,m,other,1,39,3.0,9,0,0,49,0
4598,49865,Procurement,region_7,Bachelor's,m,other,2,39,3.0,5,0,0,71,0
4599,30451,Sales & Marketing,region_15,Bachelor's,f,other,1,29,,1,0,0,48,0
4600,41068,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,34,5.0,4,1,0,47,0
4601,30590,Technology,region_11,Bachelor's,m,sourcing,1,25,,1,0,0,77,0
4602,10971,R&D,region_22,Bachelor's,m,other,1,29,2.0,3,0,0,89,0
4603,70345,Operations,region_6,Bachelor's,f,sourcing,1,24,5.0,2,1,0,61,0
4604,32979,Legal,region_22,Bachelor's,f,other,1,29,4.0,4,0,0,60,0
4605,17922,Sales & Marketing,region_2,,m,sourcing,2,50,3.0,18,0,0,46,0
4606,6009,Sales & Marketing,region_14,Bachelor's,m,other,1,41,1.0,6,0,0,49,0
4607,67135,Operations,region_2,Bachelor's,f,other,2,31,5.0,3,1,0,57,0
4608,42838,Procurement,region_22,Master's & above,m,other,1,36,2.0,8,0,0,73,0
4609,25194,Procurement,region_2,Master's & above,m,sourcing,1,58,3.0,25,0,0,70,0
4610,36965,Analytics,region_13,Bachelor's,m,other,1,49,4.0,4,1,1,84,0
4611,13344,Operations,region_26,Bachelor's,f,sourcing,1,30,,1,0,0,61,0
4612,42811,Procurement,region_27,Bachelor's,f,sourcing,1,37,3.0,8,0,0,67,0
4613,360,Sales & Marketing,region_25,Master's & above,m,sourcing,1,34,4.0,5,1,0,51,0
4614,36553,Sales & Marketing,region_22,Bachelor's,m,other,1,26,3.0,3,1,0,51,0
4615,3782,R&D,region_26,Master's & above,m,other,2,30,3.0,4,0,0,82,0
4616,36705,Operations,region_23,Bachelor's,m,other,1,34,5.0,6,0,0,59,0
4617,17196,Operations,region_27,Master's & above,m,other,1,33,3.0,8,0,0,54,0
4618,60923,Operations,region_19,Bachelor's,m,sourcing,1,41,4.0,3,1,0,65,0
4619,36302,Operations,region_2,Master's & above,m,sourcing,2,50,4.0,5,0,0,54,0
4620,65187,Analytics,region_7,Bachelor's,f,sourcing,1,27,3.0,4,1,0,83,0
4621,43601,Operations,region_2,Bachelor's,m,other,1,34,3.0,9,0,0,63,0
4622,36323,Sales & Marketing,region_5,Bachelor's,m,sourcing,1,41,2.0,10,0,0,50,0
4623,45646,Operations,region_21,Bachelor's,f,other,1,29,1.0,5,0,0,59,0
4624,30922,Technology,region_23,Master's & above,f,other,1,42,3.0,13,0,0,84,0
4625,46422,Operations,region_14,Bachelor's,m,other,1,28,5.0,2,0,0,59,0
4626,7417,Technology,region_31,Bachelor's,m,other,2,29,4.0,6,1,0,76,0
4627,31168,Finance,region_16,Bachelor's,m,other,2,32,1.0,6,1,0,58,0
4628,21493,Analytics,region_22,Bachelor's,f,other,1,29,1.0,4,0,0,83,0
4629,77884,Procurement,region_2,Bachelor's,m,sourcing,1,33,3.0,5,1,0,71,0
4630,42370,HR,region_2,Below Secondary,f,other,1,20,4.0,2,0,0,50,0
4631,41263,Analytics,region_1,Master's & above,m,sourcing,1,38,3.0,9,0,0,87,0
4632,75819,Technology,region_2,Master's & above,f,other,1,33,3.0,4,1,0,80,0
4633,1810,Procurement,region_16,Bachelor's,f,sourcing,1,44,2.0,4,0,0,71,0
4634,71338,Sales & Marketing,region_7,Bachelor's,m,other,1,44,3.0,6,1,0,51,1
4635,34944,Operations,region_2,Bachelor's,m,other,1,57,1.0,19,0,0,60,0
4636,65848,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,35,3.0,7,0,1,62,1
4637,48175,Operations,region_4,Bachelor's,m,sourcing,1,34,4.0,7,0,0,61,0
4638,66466,HR,region_2,Bachelor's,m,other,1,40,3.0,7,1,0,54,0
4639,58869,Procurement,region_17,Bachelor's,f,other,1,27,3.0,2,0,0,67,0
4640,42845,Sales & Marketing,region_24,Bachelor's,m,other,2,30,3.0,9,0,0,54,0
4641,54901,Sales & Marketing,region_15,Master's & above,m,sourcing,1,39,3.0,8,0,0,49,0
4642,50446,Technology,region_13,Bachelor's,f,sourcing,1,41,3.0,12,0,0,78,0
4643,11830,HR,region_2,Bachelor's,m,sourcing,1,35,4.0,10,1,0,49,1
4644,4040,Technology,region_14,Bachelor's,m,sourcing,1,55,3.0,4,0,0,75,0
4645,8559,Sales & Marketing,region_26,,m,other,1,28,3.0,4,0,0,49,0
4646,44866,Procurement,region_19,Bachelor's,f,sourcing,1,36,1.0,8,1,0,66,0
4647,58127,Sales & Marketing,region_2,Bachelor's,f,other,1,30,4.0,5,1,0,47,0
4648,61378,HR,region_13,Bachelor's,m,other,1,24,,1,1,0,42,0
4649,72470,Operations,region_19,Bachelor's,m,sourcing,2,45,5.0,8,0,0,60,0
4650,57729,Sales & Marketing,region_15,Bachelor's,m,other,1,29,5.0,3,0,0,52,0
4651,32027,Sales & Marketing,region_4,Master's & above,m,sourcing,1,48,3.0,5,0,0,63,1
4652,74485,Procurement,region_22,Bachelor's,f,other,1,27,5.0,2,1,0,68,0
4653,63717,Sales & Marketing,region_27,,m,other,1,31,2.0,6,0,0,50,0
4654,34032,Analytics,region_29,Bachelor's,m,sourcing,1,31,3.0,3,0,0,85,0
4655,77210,Technology,region_23,Master's & above,f,other,1,42,3.0,12,1,0,79,1
4656,13520,Technology,region_2,Bachelor's,m,sourcing,1,37,5.0,6,1,0,81,1
4657,12817,HR,region_2,Below Secondary,m,sourcing,1,20,,1,0,0,49,0
4658,15050,Finance,region_27,Bachelor's,m,other,2,27,3.0,3,0,0,58,0
4659,20740,Analytics,region_1,Master's & above,m,other,1,32,5.0,7,1,0,92,0
4660,51021,Operations,region_2,Bachelor's,m,other,1,33,2.0,7,0,0,60,0
4661,64645,Sales & Marketing,region_2,Bachelor's,m,other,1,49,1.0,7,0,0,51,0
4662,19837,Operations,region_15,Bachelor's,m,sourcing,1,44,1.0,16,0,1,62,0
4663,26584,Analytics,region_7,Bachelor's,m,other,1,29,3.0,5,1,0,81,0
4664,28017,Procurement,region_19,Bachelor's,m,sourcing,1,30,3.0,9,0,0,71,0
4665,2802,Finance,region_2,Master's & above,m,other,1,45,3.0,5,0,0,61,0
4666,62686,Operations,region_13,Master's & above,m,sourcing,1,41,3.0,3,1,0,58,0
4667,59780,HR,region_2,Master's & above,f,other,1,59,2.0,15,1,0,49,0
4668,31146,Procurement,region_2,Master's & above,m,referred,1,41,3.0,7,0,0,77,0
4669,3335,Analytics,region_11,Bachelor's,m,other,3,29,3.0,4,1,0,92,1
4670,35479,Operations,region_31,Bachelor's,f,sourcing,1,34,2.0,7,0,0,57,0
4671,45532,Sales & Marketing,region_5,Bachelor's,m,other,2,46,3.0,16,0,0,45,0
4672,68663,Sales & Marketing,region_19,Bachelor's,m,other,1,34,5.0,7,0,0,51,0
4673,29409,Sales & Marketing,region_19,Bachelor's,f,other,1,32,3.0,6,0,0,59,1
4674,39515,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,33,2.0,6,0,0,57,0
4675,32392,Sales & Marketing,region_31,Master's & above,f,other,1,33,3.0,3,0,0,51,0
4676,4114,Operations,region_7,Bachelor's,f,other,1,29,5.0,4,1,0,55,0
4677,69794,R&D,region_4,Master's & above,m,sourcing,2,40,5.0,5,1,0,86,0
4678,33542,Analytics,region_2,Bachelor's,m,other,3,37,5.0,4,1,0,83,0
4679,72929,Operations,region_26,Bachelor's,f,sourcing,1,27,3.0,7,0,0,62,0
4680,34447,Operations,region_2,,f,sourcing,1,30,4.0,5,1,0,56,0
4681,10183,Technology,region_13,Bachelor's,m,other,1,24,3.0,3,0,0,79,0
4682,61674,Operations,region_17,Master's & above,f,other,1,35,3.0,5,0,0,62,0
4683,75206,Operations,region_22,Master's & above,f,other,1,41,5.0,9,1,0,61,0
4684,61250,Procurement,region_16,Bachelor's,f,sourcing,2,40,1.0,11,0,0,73,0
4685,35933,Sales & Marketing,region_19,Bachelor's,m,sourcing,1,45,1.0,19,0,0,50,0
4686,78163,HR,region_7,Bachelor's,m,other,1,29,,1,0,0,48,0
4687,48352,Technology,region_26,Bachelor's,m,other,2,28,3.0,7,0,0,81,0
4688,24633,Sales & Marketing,region_13,Master's & above,m,sourcing,1,47,4.0,5,1,0,49,0
4689,35269,Finance,region_15,Bachelor's,m,other,1,27,4.0,2,0,0,58,0
4690,77315,Operations,region_15,Bachelor's,m,sourcing,3,35,3.0,12,0,0,76,1
4691,13404,Sales & Marketing,region_2,Bachelor's,m,referred,1,29,5.0,3,0,0,49,0
4692,25196,Technology,region_2,Bachelor's,m,sourcing,1,52,2.0,12,0,0,75,0
4693,67404,Technology,region_23,Master's & above,m,sourcing,1,39,3.0,9,0,0,78,0
4694,31778,Procurement,region_20,Bachelor's,m,other,1,30,3.0,7,0,0,71,0
4695,19843,Sales & Marketing,region_7,Bachelor's,f,sourcing,2,33,3.0,5,0,0,50,0
4696,18451,Procurement,region_27,Bachelor's,f,sourcing,1,35,3.0,4,0,0,68,0
4697,20969,Procurement,region_13,Master's & above,f,sourcing,1,32,1.0,6,0,0,67,0
4698,69773,Analytics,region_22,Bachelor's,m,other,1,31,5.0,3,1,0,83,1
4699,29199,Operations,region_22,Bachelor's,m,other,1,33,1.0,3,0,0,59,0
4700,1184,Operations,region_10,Bachelor's,m,other,1,34,4.0,6,0,0,59,0
4701,26631,Sales & Marketing,region_13,Master's & above,m,sourcing,1,41,3.0,3,1,0,43,0
4702,31264,Operations,region_24,Bachelor's,m,other,1,27,3.0,2,0,0,62,0
4703,35522,Analytics,region_14,Bachelor's,m,sourcing,3,30,5.0,3,1,0,83,0
4704,61885,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,39,3.0,6,0,1,65,1
4705,21270,Sales & Marketing,region_28,,m,other,1,23,4.0,2,0,0,46,0
4706,54804,Operations,region_7,Bachelor's,m,sourcing,1,31,5.0,4,1,0,61,0
4707,59609,Analytics,region_7,Bachelor's,m,sourcing,2,37,5.0,7,0,0,86,0
4708,76461,Technology,region_20,Bachelor's,f,other,1,30,5.0,4,1,0,82,1
4709,9312,Legal,region_2,Bachelor's,m,other,1,44,5.0,17,0,0,58,0
4710,13722,Finance,region_16,Bachelor's,f,other,1,31,3.0,7,1,0,53,0
4711,1624,Procurement,region_7,Master's & above,m,sourcing,1,50,4.0,6,0,0,75,0
4712,54847,Sales & Marketing,region_23,Master's & above,m,sourcing,1,40,5.0,5,1,1,96,1
4713,61353,Analytics,region_23,Bachelor's,m,sourcing,2,37,3.0,4,0,0,87,0
4714,37899,Operations,region_4,Bachelor's,m,other,1,41,4.0,9,0,0,64,0
4715,55200,Procurement,region_7,Bachelor's,f,sourcing,1,34,3.0,10,0,0,67,0
4716,45478,Sales & Marketing,region_4,Bachelor's,m,other,1,31,3.0,2,0,1,51,0
4717,39206,Analytics,region_22,Bachelor's,m,other,2,34,2.0,3,0,0,81,0
4718,68306,Procurement,region_7,Master's & above,m,other,1,36,5.0,9,1,0,72,1
4719,43535,Technology,region_17,Bachelor's,f,sourcing,1,30,5.0,5,1,0,76,0
4720,38664,Operations,region_19,Bachelor's,m,other,1,29,4.0,3,0,0,63,0
4721,44858,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,30,,1,0,0,49,0
4722,27133,Procurement,region_13,Bachelor's,m,other,1,45,4.0,6,0,0,70,0
4723,77420,Operations,region_2,Bachelor's,m,sourcing,1,43,5.0,9,1,0,62,0
4724,11522,Operations,region_4,Master's & above,m,other,2,32,4.0,2,1,0,60,0
4725,21225,Technology,region_22,Bachelor's,m,other,1,28,1.0,6,0,0,78,0
4726,78139,Sales & Marketing,region_2,Master's & above,m,sourcing,1,50,5.0,10,1,0,54,1
4727,62084,Operations,region_7,Bachelor's,m,sourcing,1,28,,1,0,0,58,0
4728,66602,HR,region_2,Bachelor's,m,other,1,51,1.0,9,0,1,52,0
4729,13927,Procurement,region_2,Master's & above,f,other,1,40,4.0,3,0,0,71,0
4730,39088,Procurement,region_27,Master's & above,m,sourcing,1,41,3.0,4,0,0,76,0
4731,13667,Operations,region_22,Master's & above,m,sourcing,1,32,5.0,3,1,0,63,0
4732,5449,Technology,region_2,Bachelor's,f,sourcing,2,33,1.0,9,0,0,78,0
4733,64776,Sales & Marketing,region_2,Master's & above,m,sourcing,1,45,4.0,6,1,0,48,0
4734,33783,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,59,4.0,27,0,0,52,0
4735,45965,Technology,region_2,Bachelor's,m,sourcing,1,23,3.0,2,0,0,78,0
4736,4407,Operations,region_7,Bachelor's,f,other,1,34,4.0,6,1,0,59,0
4737,47463,Finance,region_30,Bachelor's,m,other,1,28,5.0,5,0,0,77,1
4738,78127,Sales & Marketing,region_27,Bachelor's,m,other,1,36,1.0,4,0,0,54,0
4739,50371,Procurement,region_23,Master's & above,m,other,1,36,3.0,4,1,0,69,1
4740,36062,Sales & Marketing,region_22,Master's & above,m,sourcing,1,45,3.0,16,0,0,51,0
4741,75371,Operations,region_16,Master's & above,f,sourcing,1,32,3.0,6,0,0,56,0
4742,57178,Procurement,region_13,Master's & above,f,other,2,30,3.0,4,0,0,71,0
4743,33117,Sales & Marketing,region_7,Bachelor's,m,other,1,33,3.0,7,0,0,48,0
4744,2235,Analytics,region_22,Bachelor's,m,other,2,27,4.0,3,0,0,86,0
4745,26246,Procurement,region_2,Master's & above,f,sourcing,1,37,1.0,7,0,0,70,0
4746,15252,Procurement,region_20,Bachelor's,m,other,3,31,3.0,7,1,0,69,0
4747,28226,Operations,region_15,Bachelor's,m,other,1,30,3.0,8,0,0,60,0
4748,59125,Sales & Marketing,region_2,Master's & above,m,sourcing,1,39,1.0,10,0,0,49,0
4749,1787,HR,region_2,Bachelor's,m,other,1,51,5.0,7,0,0,48,0
4750,57868,Sales & Marketing,region_2,Bachelor's,m,other,1,42,5.0,12,1,0,49,0
4751,5768,Operations,region_22,,m,other,1,24,,1,1,0,65,0
4752,53243,Procurement,region_2,Bachelor's,m,sourcing,3,31,3.0,7,0,0,68,0
4753,59885,Analytics,region_22,Bachelor's,m,sourcing,1,26,,1,0,0,84,0
4754,71786,Procurement,region_16,Bachelor's,m,sourcing,1,36,4.0,10,1,0,67,1
4755,34348,Analytics,region_27,Bachelor's,m,other,1,45,3.0,12,0,0,85,0
4756,27743,Operations,region_6,Bachelor's,m,other,1,35,5.0,4,1,0,58,0
4757,23552,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,34,3.0,3,0,0,47,0
4758,65664,Finance,region_5,Bachelor's,m,other,1,26,3.0,2,0,0,60,0
4759,397,Procurement,region_2,Master's & above,f,other,1,36,4.0,8,0,0,74,0
4760,31914,Sales & Marketing,region_1,Bachelor's,m,other,2,27,3.0,2,0,0,48,0
4761,49116,Sales & Marketing,region_28,Master's & above,m,sourcing,1,33,2.0,9,0,0,49,0
4762,40682,Technology,region_2,Bachelor's,m,other,1,45,2.0,18,0,0,78,0
4763,43768,Analytics,region_25,Bachelor's,m,other,1,32,1.0,4,0,0,86,0
4764,7217,Technology,region_2,Bachelor's,m,sourcing,1,33,1.0,2,0,0,69,0
4765,43687,Operations,region_23,Bachelor's,m,other,1,34,1.0,8,0,0,58,0
4766,44752,Sales & Marketing,region_26,Bachelor's,m,other,1,35,3.0,8,1,0,48,0
4767,75757,Legal,region_2,Master's & above,f,other,1,36,5.0,7,0,0,58,0
4768,27547,HR,region_7,Master's & above,m,sourcing,1,36,5.0,8,1,0,51,0
4769,72816,Operations,region_26,Bachelor's,f,other,1,27,4.0,4,0,0,65,0
4770,49826,Analytics,region_25,Bachelor's,m,other,2,29,4.0,6,1,0,86,0
4771,51,Procurement,region_2,Bachelor's,f,sourcing,1,24,,1,1,0,68,0
4772,64676,Technology,region_27,,m,sourcing,1,28,5.0,4,0,0,91,1
4773,50993,Sales & Marketing,region_4,Bachelor's,f,sourcing,1,34,4.0,5,0,0,48,0
4774,36787,Sales & Marketing,region_2,,f,other,1,36,2.0,4,0,0,50,0
4775,10079,Sales & Marketing,region_2,Bachelor's,f,sourcing,2,30,4.0,3,0,0,47,0
4776,69456,Technology,region_2,Master's & above,m,sourcing,1,37,4.0,3,1,0,76,0
4777,23419,Analytics,region_32,,f,sourcing,1,29,3.0,2,0,0,87,0
4778,44494,Operations,region_27,Bachelor's,f,other,1,31,5.0,4,1,0,84,1
4779,27586,Legal,region_2,Bachelor's,f,sourcing,1,28,,1,0,0,59,0
4780,7759,Sales & Marketing,region_23,Bachelor's,m,other,1,37,3.0,7,0,0,46,0
4781,9794,Operations,region_26,Master's & above,f,other,1,34,1.0,7,0,0,63,0
4782,28164,Operations,region_29,Bachelor's,f,other,1,38,4.0,10,1,0,62,0
4783,12984,Operations,region_19,Bachelor's,f,other,2,28,5.0,3,0,0,56,0
4784,69202,Sales & Marketing,region_26,Master's & above,m,sourcing,3,33,1.0,8,0,0,49,0
4785,362,Finance,region_7,Bachelor's,m,other,1,33,5.0,6,1,0,57,0
4786,15831,Procurement,region_31,Bachelor's,m,other,1,37,3.0,13,0,0,73,0
4787,69222,Operations,region_13,Bachelor's,m,other,1,27,3.0,3,0,0,59,0
4788,887,Procurement,region_16,Bachelor's,m,sourcing,1,30,,1,1,0,73,0
4789,42793,Sales & Marketing,region_2,,m,other,1,21,3.0,2,0,1,64,1
4790,56622,Sales & Marketing,region_5,Bachelor's,m,sourcing,1,34,5.0,9,0,0,49,0
4791,58461,Legal,region_22,Bachelor's,m,other,1,30,2.0,4,0,0,62,0
4792,15381,Analytics,region_26,Bachelor's,m,sourcing,1,29,5.0,6,0,0,85,0
4793,393,Analytics,region_7,Bachelor's,m,other,3,27,,1,1,0,84,0
4794,16186,Technology,region_6,Bachelor's,f,sourcing,2,25,,1,1,0,79,0
4795,59175,Operations,region_7,Bachelor's,m,other,1,27,5.0,5,0,0,57,0
4796,56457,Sales & Marketing,region_1,,m,sourcing,1,29,3.0,6,0,0,47,0
4797,55317,Analytics,region_28,Bachelor's,m,other,2,29,5.0,5,1,0,82,0
4798,38227,Technology,region_16,Bachelor's,m,other,1,28,1.0,7,0,0,82,1
4799,14225,Technology,region_31,Bachelor's,m,sourcing,1,47,4.0,15,0,0,76,0
4800,26797,Finance,region_2,Master's & above,f,other,1,40,1.0,11,0,0,60,0
4801,30410,HR,region_23,Master's & above,f,other,1,34,5.0,4,0,0,48,0
4802,58297,Analytics,region_2,Master's & above,m,other,1,38,5.0,9,0,0,82,0
4803,16444,Procurement,region_20,Bachelor's,m,other,1,31,3.0,3,0,0,72,0
4804,27914,Procurement,region_15,Bachelor's,f,other,1,42,5.0,12,1,0,68,0
4805,452,Operations,region_16,Master's & above,m,sourcing,1,48,3.0,18,0,0,64,0
4806,51020,Analytics,region_2,Bachelor's,m,other,1,54,5.0,8,1,0,84,0
4807,14892,Analytics,region_22,,m,other,1,28,3.0,3,0,0,81,0
4808,68985,Finance,region_2,Bachelor's,m,sourcing,1,33,5.0,7,1,0,62,0
4809,49796,Analytics,region_2,Bachelor's,m,other,1,30,2.0,4,0,0,85,0
4810,49369,Legal,region_2,Master's & above,m,other,1,34,1.0,5,0,0,62,0
4811,65495,Operations,region_29,Bachelor's,m,sourcing,1,26,3.0,4,1,0,59,0
4812,74787,Analytics,region_2,Bachelor's,m,sourcing,1,29,3.0,5,0,0,86,0
4813,16294,Technology,region_16,Bachelor's,f,other,1,30,2.0,4,0,0,78,0
4814,7374,Sales & Marketing,region_2,Bachelor's,m,other,1,30,3.0,4,1,0,47,0
4815,43850,Procurement,region_7,Master's & above,f,sourcing,1,33,4.0,2,1,0,70,0
